Curs,Fitxer,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Hoy día 12 de mayo, teniendo examen el día 14 de mayo, seguimos sin saber a que hora será, cuantas preguntas tendrá, si restaran las incorrectas... A dos días del examen no ha mandado la convocatoria. La delegada ha estado intentado ponerse en contacto con el y no le contesta y cuando le contesta no le responde las preguntas que ella le hace. Por otra parte creo que es una asignatura que podría tener mucha utilidad pero no de la manera en la que se imparte.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"En lo que  a dar clases me refiero, no considero que sea un buen profesor porque lo único que hace es leer el power point, por este motivo no llega a los alumnos ni hace que nos interesemos por su asignatura.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Lo único que hace bien es leer el power. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Se agradece la flexibilidad de fechas para realizar el parcial, además del idioma en castellano para facilitar la comprensión y la ampliación de tiempo para pensar cada pregunta.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Es uno de los profesores que más se ha esforzado a la hora de dar clases por videoconferencia, cosa que se agradece.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Nos ha dado clases por videoconferencia y se agradece.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Un 10 como profesor y como persona. Se ha esforzado para darnos clases online, cosa que se agradece.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"No han sabido adaptarse correctamente a la situación actual.
Agradecería que se utilizasen las vías oficiales de comunicación de la universidad, los cambios deberían avisarse vía campus y no de manera personal a la delegada ya que esta no tiene la necesidad de tener el teléfono de todos los alumnos, sobre todo si son clases, seminarios o actividades obligatorias.
A pesar de las peticiones de los alumnos para tomar medidas ante la situación, la respuesta del coordinador fue bastante mala y tardía.
",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,Comentari problemàtic,"Realiza comentarios xenófobos hacia personas de etnia gitana.
Falta de respeto hacia los alumnos.
Si va a escribir cartas firmadas en tono chulesco, al menos que lo haga sin faltas de ortografía y sintaxis, tal y como cabría esperar de una persona de su condición.
",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"No responde a los correos. 
Si los alumnos dejan de asistir a clase o utilizan apuntes de otros años puede que se deba, en parte, a que a algunos profesores les cueste transmitir los conocimientos. No obstante, esto no debería eximir al profesorado de proporcionar los medios adecuados en esta situación, siento que le ofenda que se le pida, comentar las diapositivas debido a que no iban a haber clases y agradezco que se terminasen subiendo, al final sin comentar, pero dando algunas clases online, aunque se tardase tanto tiempo.
Como punto positivo, utiliza medios como el kahoot y artículos médicos para facilitar la docencia.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Faltó a una clase sin avisar (la primera) y a día de hoy tampoco sabemos qué ocurrió. Supongo que debió ser alguna incongruencia entre el horario que se le proporcionó y el que se nos proporcionó a nosotros.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"No contesta a correos.
Su seminario se ha alargado bastante más de lo acordado, duplicando el tiempo. Entiendo que con la situación y dando las clases por webcam ocurran estas cosas.
Se agradece el esfuerzo por dar la clase de manera telemática, se ha adaptado muy bien.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Se valora muy positivamente que los profesores se hayan adaptado para poder dar los seminarios y magistrales que faltaban por videollamada online,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"No han sabido adecuarse a la actual situación del estado de alarma, impartiendo un número ínfimo de clases durante los 2 primeros meses y dejando todo el temario acumulado para las últimas semanas, provocando un acúmulo de horas que se añaden además al resto de asignaturas (que se han realizado de la misma manera), todo muy cercano ya al periodo de exámenes. Además, no se tiene en cuenta la opinión ni la situación del alumnado para ninguna de las decisiones que incumben a dicha asignatura, finalizando, como siempre este, perjudicado por dichas decisiones. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Creo que con el problema del Covid no se ha tenido en cuenta la posible situación de los alumnos. No se nos ha facilitado nada. Al contrario solo ciertos profesores han decidió dar las clases y las han dado todas a ultima hora cuando ya solo deberíamos estar centrados en estudiar ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,No se ha preocupado en ponerse en contacto con el alumnado para la realización de la parte de la asignatura de mamá. Estamos totalmente desinformados.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Los temas que faltaban por dar hubiese estado bien que lo hiciese como sus compañeros a través de videoconferencia para facilitar nuestro aprendizaje.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Por la pandemia, la clases han sido afectadas aún así  algunos profesores hicieron el favor de hacer videoconferencias por el campus ayudando muchísimo al estudio. 
No han sido todos, algunos no han podido dar sus clases pero aún así las dieron por dadas sin ofrecer ningún tipo de clase vía campus. 
El contenido es exagerado y sobretodo en la situación actual debería ser reducido facilitando el estudio a los alumnos. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Ha estado siempre disponible para hacer videoconferencias y aclarar las dudas que tengamos. ,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"La organizacion de la asignatura desde la pandemia ha dejado mucho que desear, a escasas dos semanas del examen todavia no tenemos informacion de la materia evaluable y faltan muchos contenidos que explicar ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Se agradece la proximidad de ambos profesores.
Se agradece la confianza en los alumnos.
Aunque dos horas de temario tan denso y seguidas puedan ser algo pesadas, la manera de expresarse del Dr. Ventín las hace bastante entretenidas.
La parte práctica de la asignatura, supone una semana de hospital, algunos días de mañana y otros de tarde, esto hace que sea un poco difícil cuadrarlas con el resto de clases y obligaciones académicas, no obstante, merece mucho la pena acudir a las prácticas y, de haber sido posible, hubiese ido más tiempo.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Muy bien estructurada y explicada pese a las difíciles circunstancias en las que está siendo impartida.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Muy buen profesor, es accesible y sus explicaciones son muy claras.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Lástima de la situación actual del COVID-19, me gustaría haber realizado todas las prácticas y sobretodo las del biobanc. Aun así, el temario está muy bien repartido y hay una buena organización de la asignatura. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Muy buen profesor, es la primera vez que cuando he tenido que estudiar, solo me lo he tenido que leer una vez porque ya tenía casi todos los conocimientos aprendidos de clase, gracias a la claridad con la que se explica Eloi y su preocupación porque nos quede todo claro y no nos vayamos a casa sin ninguna duda. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Se ha adaptado completamente a la situación, el tema que no pudo dar presencial no nos entra en el examen. Las clases online las hace genial, quedan muy claros los problemas.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Considero que el planteamiento que se ha realizado sobre esta asignatura es óptima, además de que la calidad de docencia por parte del profesor es muy alta. En mi opinión, es una de las pocas asignaturas que se plantea de una forma que favorece a la formación del estudiante de forma directa, tanto con las prácticas como con las clases teóricas. Sin embargo, considero que el rectorat no ha sabido gestionar de forma correcta un tema tan importante en nuestra carrera como lo son las prácticas (ya no hablo solamente de esta asignatura, sino de todas en general). Considero que una carrera como la nuestra no debería ni podría prescindir de las prácticas de laboratorio, ya que, considero que son una fuente de conocimiento esencial para nuestra formación.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,"Después de que hemos entrado en el confinamiento ha sido muy difícil comunicarnos con el coordinador y no ha facilitado ni si quiera alguna forma para poder resolver dudas que hemos podido tener sobre la asignatura, dado que no hemos vuelto a dar clases, ya que los documentos que están colgados ya tienen toda la información necesaria para el examen. Pero mientras estábamos en clase, el profesor de teoría daba las clases muy claras y se notaba el entusiasmo que le ponía a las clases. Por otro lado, en las prácticas era un poco más difícil entender lo que íbamos a hacer, ya que no teníamos un guión previo para saber más o menos de que sería la práctica.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"No hemos podido tener clases presenciales con ella, pero nos ha facilitado la materia por el campus virtual y bien explicada, con anotaciones. ",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"En el tema de lo virtual, ha estado muy comunicada con la clase y ha sido muy comprensiva a la hora de realizar el examen online. Por otra parte, también ha subido la materia que quedaba sin explicar presencialmente con anotacioness y explicaciones lo cual se agradece.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,Creo que lo más importante de la asignatura ha sido la cercanía de María Ángeles que ha podido hacer las clases más amenas y entretenidas. Muy buena profesora y persona!,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Pésima adaptación del plan de docencia y evaluación a la situación excepcional en la que nos encontramos. Dando poco apoyo con los contenidos teóricos no explicados antes de la cuarentena y evaluando actividades prácticas que no han sido explicadas correctamente.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Docencia muy unidireccional, sin conferencias con los alumnos para impartir materia o explicar las actividades prácticas.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,P,,"Se agradecería que en las partes más importantes del temario no fuera tan rápido porque a veces es imposible entender todo lo que dice. Pero de resto, se explica muy bien.",es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Muy interesante la asignatura. He aprendido mucho.,es,es,es
2019-20,assignatura_professor_comentaris_FM_2S.xls,A,,Antes del confinamiento la asignatura estaba bien estructurada. Las profesoras daban su materia de manera adecuada y muy comprensiva para las estudiantes. En cuanto comenzamos el confinamiento la Dra Mur se asguró de grabar sus clases para que pudieramos tener material ordenado y accesible. ,es,es,es
